year	doy	hour	Tair	Tsoil	RH	VPD	Rain	WS	PAR
2022	260	2	16.185000000000002	12.89	99.9	96.45	0.0	0.20600000000000002	0.0
2022	260	3	16.05	12.89	99.9	96.45	0.0	0.28	0.0
2022	260	4	15.495000000000001	12.89	99.9	96.5	0.0	0.2005	0.0
2022	260	5	15.41	12.89	99.9	96.45	0.0	0.1395	0.0
2022	260	6	15.26	12.89	99.9	96.45	0.0	0.1555	0.0
2022	260	7	14.885	12.9	99.9	96.45	0.0	0.1575	13.77
2022	260	8	15.370000000000001	12.9	99.9	96.45	0.0	0.2285	85.5
2022	260	9	15.59	12.92	99.9	96.4	0.0	0.29800000000000004	218.3
2022	260	10	16.485	12.95	99.9	96.4	0.0	0.2975	387.70000000000005
2022	260	11	17.59	12.985	99.9	96.45	0.0	0.4265	390.6
2022	260	12	18.53	12.985	97.45	96.35	0.0	0.43	499.29999999999995
2022	260	13	20.740000000000002	13.035	85.65	96.3	0.0	0.473	762.6
2022	260	14	21.869999999999997	13.065000000000001	80.035	96.3	0.6	0.582	720.85
2022	260	15	22.625	13.065000000000001	74.94	96.3	0.0	0.47350000000000003	848.5
2022	260	16	23.36	13.08	73.965	96.3	0.0	0.435	630.7
2022	260	17	23.915	13.09	71.92500000000001	96.2	0.0	0.4325	595.75
2022	260	18	21.685000000000002	13.085	85.5	96.2	0.6	0.2455	129.8
2022	260	19	19.195	13.065000000000001	97.8	96.2	0.0	0.0985	50.205000000000005
2022	260	20	18.31	13.045	99.95	96.2	0.0	0.276	0.0
2022	260	21	18.560000000000002	13.055	99.7	96.15	0.0	0.8280000000000001	0.0
2022	260	22	17.29	13.11	99.95	96.2	0.0	0.305	0.0
2022	260	23	16.99	13.2	99.9	96.2	0.0	0.257	0.0
2022	261	0	16.55	13.254999999999999	99.9	96.2	0.0	0.22300000000000003	0.0
2022	261	1	16.310000000000002	13.285	99.9	96.1	0.0	0.2875	0.0
2022	261	2	16.229999999999997	13.315000000000001	99.9	96.2	0.0	0.3395	0.0
2022	261	3	15.7	13.33	99.9	96.2	0.0	0.20600000000000002	0.0
2022	261	4	15.26	13.34	99.85	96.2	0.0	0.3035	0.0
2022	261	5	14.955	13.355	99.9	96.25	0.0	0.4085	0.0
2022	261	6	14.129999999999999	13.36	99.9	96.4	0.0	0.394	0.0
2022	261	7	13.850000000000001	13.375	99.9	96.4	0.0	0.2725	10.21
2022	261	8	13.605	13.38	99.95	96.45	0.0	0.31999999999999995	66.255
2022	261	9	13.575	13.38	99.9	96.55	0.0	0.349	88.6
2022	261	10	13.975000000000001	13.4	99.9	96.5	0.0	0.383	162.4
2022	261	11	14.184999999999999	13.42	99.85	96.6	0.0	0.5	247.39999999999998
2022	261	12	14.495000000000001	13.42	99.25	96.6	0.0	0.448	235.7
2022	261	13	16.54	13.46	85.515	96.65	0.0	0.5840000000000001	804.1
2022	261	14	17.880000000000003	13.504999999999999	75.71000000000001	96.65	0.0	0.611	753.25
2022	261	15	19.36	13.51	71.285	96.6	0.0	0.4915	756.55
2022	261	16	20.195	13.55	69.875	96.6	0.0	0.512	620.45
2022	261	17	20.325	13.57	72.09	96.6	0.0	0.49150000000000005	470.34999999999997
2022	261	18	18.564999999999998	13.57	84.8	96.6	0.0	0.3025	108.3
2022	261	19	16.14	13.575	97.85	96.6	0.0	0.1265	53.795
2022	261	20	13.675	13.56	99.9	96.6	0.0	0.07750000000000001	0.0
2022	261	21	12.195	13.545	99.9	96.65	0.0	0.065	0.0
2022	261	22	11.465	13.53	99.9	96.65	0.0	0.077	0.0
2022	261	23	10.77	13.515	99.9	96.65	0.0	0.07350000000000001	0.0
2022	262	0	10.39	13.49	99.9	96.7	0.0	0.10500000000000001	0.0
2022	262	1	10.260000000000002	13.475000000000001	99.9	96.7	0.0	0.144	0.0
2022	262	2	11.07	13.46	99.85	96.7	0.0	0.1875	0.0
2022	262	3	10.82	13.445	99.85	96.7	0.0	0.1285	0.0
2022	262	4	10.32	13.425	99.9	96.7	0.0	0.11399999999999999	0.0
2022	262	5	9.775	13.4	99.9	96.7	0.0	0.0965	0.0
2022	262	6	9.719999999999999	13.370000000000001	99.9	96.7	0.0	0.134	0.0
2022	262	7	9.89	13.35	99.9	96.75	0.0	0.132	13.785
2022	262	8	11.625	13.34	99.9	96.75	0.0	0.135	87.94999999999999
2022	262	9	15.215	13.344999999999999	99.9	96.7	0.7	0.273	239.3
2022	262	10	17.865000000000002	13.375	99.9	96.8	0.5	0.403	530.4
2022	262	11	21.145000000000003	13.415	75.86	96.8	0.0	0.5840000000000001	885.0
2022	262	12	23.4	13.45	61.370000000000005	96.8	0.0	0.5535	988.0
2022	262	13	23.384999999999998	13.47	62.86	96.8	0.0	0.6795	695.6
2022	262	14	22.525	13.47	70.79	96.75	0.0	0.391	403.25
2022	262	15	21.43	13.485	81.44999999999999	96.6	0.0	0.2655	250.2
2022	262	16	21.090000000000003	13.504999999999999	81.2	96.6	0.0	0.1985	296.95
2022	262	17	21.759999999999998	13.52	76.77	96.6	0.0	0.255	259.25
2022	262	18	20.61	13.53	84.5	96.5	0.0	0.2195	91.0
2022	262	19	17.994999999999997	13.515	96.15	96.5	0.0	0.191	53.08
2022	262	20	15.305	13.495000000000001	99.5	96.5	0.0	0.1195	0.0
2022	262	21	13.555	13.48	99.9	96.5	0.0	0.0945	0.0
2022	262	22	12.46	13.46	99.9	96.45	0.0	0.1295	0.0
2022	262	23	11.79	13.434999999999999	99.9	96.45	0.0	0.1275	0.0
2022	263	0	12.985	13.425	99.9	96.4	0.0	0.27	0.0
2022	263	1	13.745000000000001	13.42	99.9	96.3	0.0	0.27	0.0
2022	263	2	13.55	13.4	99.9	96.3	0.0	0.28	0.0
2022	263	3	13.25	13.39	99.9	96.3	0.0	0.2235	0.0
2022	263	4	12.754999999999999	13.370000000000001	99.9	96.2	0.0	0.1655	0.0
2022	263	5	12.14	13.344999999999999	99.9	96.2	0.0	0.0985	0.0
2022	263	6	11.34	13.32	99.9	96.2	0.0	0.11449999999999999	0.0
2022	263	7	10.83	13.295	99.85	96.3	0.0	0.1245	16.63
2022	263	8	11.99	13.28	99.9	96.3	0.0	0.152	99.75
2022	263	9	15.364999999999998	13.274999999999999	99.9	96.3	0.0	0.3095	236.65
2022	263	10	18.845	13.305	93.8	96.35	0.0	0.439	527.05
2022	263	11	21.785	13.355	73.11500000000001	96.4	0.0	0.5760000000000001	950.0
2022	263	12	24.695	13.4	63.81	96.45	0.0	0.47550000000000003	985.0
2022	263	13	26.725	13.434999999999999	52.525000000000006	96.4	0.6	0.7765	1168.5
2022	263	14	27.965000000000003	13.45	44.665	96.4	0.0	0.515	1133.5
2022	263	15	27.82	13.46	44.565	96.35	0.0	0.4305	776.3
2022	263	16	26.89	13.495000000000001	47.765	96.4	0.0	0.575	680.7
2022	263	17	23.34	13.51	54.385000000000005	96.4	0.0	0.7175	223.65
2022	263	18	20.445	13.51	66.67	96.5	0.0	0.389	102.8
2022	263	19	18.46	13.504999999999999	73.42500000000001	96.5	0.0	0.539	54.5
2022	263	20	17.11	13.495000000000001	71.35499999999999	96.5	0.0	0.5834999999999999	0.0
2022	263	21	15.600000000000001	13.48	75.69	96.55	0.0	0.5435000000000001	0.0
2022	263	22	14.100000000000001	13.465	82.035	96.6	0.0	0.33999999999999997	0.0
2022	263	23	12.51	13.44	90.45	96.6	0.0	0.2195	0.0
2022	264	0	11.02	13.415	97.30000000000001	96.5	0.0	0.16	0.0
2022	264	1	12.9	13.395	92.15	96.6	0.0	0.6925	0.0
2022	264	2	12.615	13.39	76.51	96.6	0.0	0.524	0.0
2022	264	3	10.995000000000001	13.36	78.00999999999999	96.6	0.0	0.448	0.0
2022	264	4	9.34	13.32	86.25	96.6	0.0	0.3855	0.0
2022	264	5	9.165	13.29	86.6	96.6	0.0	0.5445	0.0
2022	264	6	9.625	13.274999999999999	84.6	96.6	0.0	0.4575	0.0
2022	264	7	9.85	13.245000000000001	84.4	96.65	0.0	0.623	12.355
2022	264	8	10.865	13.23	80.11500000000001	96.7	0.0	0.6619999999999999	106.45
2022	264	9	11.719999999999999	13.23	78.55	96.7	0.0	0.6735	236.4
2022	264	10	12.135000000000002	13.23	79.64500000000001	96.8	0.0	0.872	313.05
2022	264	11	11.895	13.23	87.9	96.8	0.0	0.9239999999999999	377.85
2022	264	12	11.52	13.225000000000001	92.35	96.85	0.0	0.91	575.1500000000001
2022	264	13	12.105	13.235	86.15	96.95	0.0	0.9955	834.6
2022	264	14	12.445	13.245000000000001	76.78	96.95	0.0	0.911	651.8
2022	264	15	13.57	13.24	60.870000000000005	97.05	0.0	0.952	872.1
2022	264	16	13.84	13.245000000000001	56.855000000000004	97.1	0.0	0.7745	611.85
2022	264	17	13.25	13.24	56.555	97.1	0.0	0.723	335.9
2022	264	18	12.27	13.23	58.33	97.2	0.0	0.7835	98.7
2022	264	19	10.655000000000001	13.2	67.02000000000001	97.3	0.0	0.3815	39.6385
2022	264	20	7.6465	13.17	88.25	97.35	0.0	0.178	0.0
2022	264	21	6.715	13.129999999999999	97.4	97.35	0.0	0.1735	0.0
2022	264	22	7.088	13.11	96.1	97.4	0.0	0.2815	0.0
2022	264	23	7.1655	13.07	93.44999999999999	97.4	0.6	0.3745	0.0
2022	265	0	7.1635	13.045	92.85	97.5	0.0	0.294	0.0
2022	265	1	6.590999999999999	13.004999999999999	95.45	97.55	0.0	0.3705	0.0
2022	265	2	6.5105	12.98	94.15	97.5	0.0	0.3655	0.0
2022	265	3	6.6475	12.955	95.05	97.6	0.0	0.3615	0.0
2022	265	4	6.985	12.925	95.25	97.6	0.0	0.4065	0.0
2022	265	5	6.901	12.9	97.7	97.7	0.0	0.3375	0.0
2022	265	6	7.0255	12.875	96.9	97.7	0.0	0.495	0.0
2022	265	7	6.013999999999999	12.84	97.9	97.8	0.0	0.385	5.945
2022	265	8	6.2505	12.81	99.1	97.9	0.0	0.41900000000000004	99.15
2022	265	9	8.0295	12.79	84.58000000000001	98.0	0.0	0.5525	185.39999999999998
2022	265	10	9.305	12.8	71.725	98.0	0.0	0.747	497.85
2022	265	11	11.125	12.835	61.64	98.0	0.6	0.661	1049.0
2022	265	12	12.129999999999999	12.86	56.230000000000004	98.0	0.0	0.592	1071.5
2022	265	13	13.065000000000001	12.844999999999999	50.89	97.9	0.0	0.6	1157.5
2022	265	14	13.969999999999999	12.83	48.805	97.9	0.0	0.6255	1169.5
2022	265	15	14.559999999999999	12.81	47.325	97.8	0.0	0.696	1016.5
2022	265	16	15.08	12.815000000000001	45.01	97.8	0.0	0.41200000000000003	882.5
2022	265	17	14.045	12.825	48.44	97.7	0.0	0.4115	396.40000000000003
2022	265	18	11.4	12.805	64.005	97.65	0.0	0.36350000000000005	85.35
2022	265	19	8.424	12.785	83.745	97.55	0.1	0.10250000000000001	39.615
2022	265	20	5.204	12.75	96.25	97.55	0.5	0.0725	0.0
2022	265	21	3.6555	12.715	99.55	97.5	0.0	0.08449999999999999	0.0
2022	265	22	2.9975	12.68	99.85	97.5	0.0	0.11599999999999999	0.0
2022	265	23	2.8579999999999997	12.65	99.9	97.45	0.0	0.108	0.0
2022	266	0	2.404	12.614999999999998	99.85	97.45	0.0	0.10700000000000001	0.0
2022	266	1	2.206	12.57	99.85	97.35	0.0	0.1185	0.0
2022	266	2	1.6735	12.52	99.9	97.45	0.0	0.126	0.0
2022	266	3	1.6185	12.48	99.9	97.35	0.0	0.11699999999999999	0.0
2022	266	4	2.747	12.445	99.85	97.2	0.0	0.156	0.0
2022	266	5	4.523	12.41	99.9	97.25	0.0	0.248	0.0
2022	266	6	5.242	12.375	99.9	97.15	0.0	0.311	0.0
2022	266	7	6.0120000000000005	12.34	99.9	97.1	0.0	0.40449999999999997	0.0
2022	266	8	7.1	12.315000000000001	99.80000000000001	97.0	0.0	0.581	77.285
2022	266	9	8.3385	12.3	94.15	97.0	0.0	0.5529999999999999	116.5
2022	266	10	9.785	12.285	85.15	96.95	0.6	0.663	153.1
2022	266	11	10.030000000000001	12.27	93.35	96.95	0.0	0.5235000000000001	161.6
2022	266	12	10.879999999999999	12.265	89.65	96.9	0.0	0.7935	196.75
2022	266	13	11.385	12.245000000000001	88.4	96.9	0.0	0.7184999999999999	272.25
2022	266	14	12.155000000000001	12.245000000000001	83.19999999999999	96.75	0.6	0.5825	272.4
2022	266	15	12.415	12.24	79.89500000000001	96.75	0.0	0.5549999999999999	176.95
2022	266	16	12.530000000000001	12.24	79.53999999999999	96.65	0.0	0.747	174.35
2022	266	17	12.120000000000001	12.23	80.745	96.6	0.0	0.8140000000000001	79.07
2022	266	18	10.415	12.21	97.25	96.6	0.0	0.6585000000000001	40.37
2022	266	19	10.06	12.21	99.9	96.55	0.0	0.5785	0.0
2022	266	20	9.965	12.21	99.9	96.5	0.0	0.558	0.0
2022	266	21	9.82	12.21	99.9	96.5	0.0	0.6359999999999999	0.0
2022	266	22	9.705	12.205	99.9	96.5	0.0	0.645	0.0
2022	266	23	9.684999999999999	12.19	99.9	96.45	0.0	0.5935	0.0
2022	267	0	9.629999999999999	12.19	99.9	96.45	0.0	0.5745	0.0
2022	267	1	9.645	12.19	99.9	96.35	0.0	0.5425	0.0
2022	267	2	9.59	12.18	99.9	96.3	0.0	0.524	0.0
2022	267	3	9.545	12.17	99.9	96.35	0.0	0.475	0.0
2022	267	4	9.54	12.165	99.9	96.25	0.0	0.48850000000000005	0.0
2022	267	5	9.54	12.15	99.9	96.25	0.0	0.356	0.0
2022	267	6	9.565000000000001	12.14	99.9	96.2	0.0	0.3545	0.0
2022	267	7	9.684999999999999	12.14	99.9	96.2	0.0	0.3245	0.0
2022	267	8	9.895	12.14	99.9	96.19999999999999	0.0	0.35350000000000004	78.66
2022	267	9	10.280000000000001	12.14	99.85	96.25	0.0	0.3335	85.5
2022	267	10	10.870000000000001	12.14	99.9	96.25	0.0	0.353	158.7
2022	267	11	11.52	12.145	99.9	96.2	0.0	0.3035	175.10000000000002
2022	267	12	11.945	12.155000000000001	99.9	96.2	0.0	0.29300000000000004	133.75
2022	267	13	12.225	12.16	99.9	96.2	0.0	0.34299999999999997	174.8
2022	267	14	12.615	12.16	99.9	96.2	0.0	0.2715	137.75
2022	267	15	12.934999999999999	12.17	99.95	96.2	0.0	0.20450000000000002	114.95
2022	267	16	13.05	12.17	99.9	96.2	0.0	0.197	89.80000000000001
2022	267	17	13.09	12.17	99.9	96.2	0.0	0.1405	85.5
2022	267	18	12.870000000000001	12.17	99.9	96.25	0.0	0.123	58.165
2022	267	19	12.585	12.17	99.9	96.2	0.0	0.082	0.0
2022	267	20	12.485	12.16	99.9	96.25	0.0	0.21350000000000002	0.0
2022	267	21	12.365	12.16	99.9	96.2	0.0	0.2915	0.0
2022	267	22	12.285	12.16	99.9	96.25	0.0	0.34950000000000003	0.0
2022	267	23	12.125	12.16	99.9	96.3	0.0	0.3675	0.0
2022	268	0	11.91	12.155000000000001	99.9	96.3	0.0	0.3905	0.0
2022	268	1	11.760000000000002	12.145	99.9	96.3	0.0	0.45699999999999996	0.0
2022	268	2	11.66	12.14	99.9	96.35	0.0	0.47	0.0
2022	268	3	11.54	12.135000000000002	99.9	96.3	0.0	0.4155	0.0
2022	268	4	11.495000000000001	12.12	99.8	96.3	0.0	0.5774999999999999	0.0
2022	268	5	11.165	12.12	99.9	96.3	0.0	0.627	0.0
2022	268	6	10.615	12.105	99.85	96.35	0.0	0.3365	0.0
2022	268	7	8.77	12.085	99.8	96.3	0.0	0.219	5.23
2022	268	8	9.51	12.06	99.85	96.35	0.0	0.331	98.6
2022	268	9	11.78	12.07	99.9	96.3	0.0	0.591	134.5
2022	268	10	13.344999999999999	12.08	88.25	96.35	0.0	0.792	508.04999999999995
2022	268	11	14.355	12.120000000000001	74.92	96.35	0.0	0.9475	895.0
2022	268	12	15.21	12.15	66.905	96.4	0.0	1.245	870.0
2022	268	13	14.09	12.129999999999999	69.42	96.5	0.0	1.081	577.85
2022	268	14	14.825	12.13	66.925	96.5	0.0	1.1205	816.2
2022	268	15	13.614999999999998	12.125	72.14	96.5	0.0	0.867	552.0
2022	268	16	13.385	12.125	75.33500000000001	96.5	0.0	0.8525	333.34999999999997
2022	268	17	13.48	12.12	74.325	96.55	0.0	0.74	391.75
2022	268	18	12.95	12.125	68.41	96.55	0.0	0.6659999999999999	85.4
2022	268	19	11.71	12.105	62.875	96.6	0.0	0.5665	26.82
2022	268	20	10.835	12.094999999999999	68.065	96.69999999999999	0.0	0.5315000000000001	0.0
2022	268	21	8.735	12.07	83.5	96.7	0.0	0.362	0.0
2022	268	22	9.14	12.045	68.59	96.75	0.0	0.6085	0.0
2022	268	23	8.1085	12.024999999999999	72.81	96.75	0.0	0.556	0.0
2022	269	0	6.712	11.995000000000001	85.6	96.7	0.0	0.38	0.0
2022	269	1	5.8965	11.96	89.1	96.75	0.0	0.356	0.0
2022	269	2	6.3759999999999994	11.925	83.05000000000001	96.75	0.0	0.5515	0.0
2022	269	3	6.0024999999999995	11.905000000000001	84.75	96.75	0.0	0.4155	0.0
2022	269	4	5.462	11.870000000000001	88.55	96.75	0.0	0.421	0.0
2022	269	5	5.2245	11.84	90.55000000000001	96.8	0.0	0.5455	0.0
2022	269	6	4.9115	11.81	90.95	96.85	0.0	0.46299999999999997	0.0
2022	269	7	4.438	11.774999999999999	93.94999999999999	96.9	0.0	0.49349999999999994	0.7135
2022	269	8	4.851000000000001	11.74	94.8	96.95	0.0	0.526	79.41999999999999
2022	269	9	6.8335	11.73	84.4	96.95	0.0	0.9695	178.8
2022	269	10	8.01	11.725000000000001	73.1	97.0	0.0	0.9530000000000001	472.3
2022	269	11	9.024999999999999	11.735	64.825	97.0	0.0	0.847	637.0
2022	269	12	10.025	11.735	58.32	97.05	0.0	0.896	745.35
2022	269	13	10.895	11.735	54.43	97.1	0.0	1.0565	900.5
2022	269	14	11.95	11.735	51.015	97.0	0.0	1.06	1066.0
2022	269	15	12.7	11.69	48.665	97.0	0.0	0.853	988.5
2022	269	16	12.805	11.69	44.625	97.0	0.0	0.996	852.15
2022	269	17	12.17	11.68	40.614999999999995	97.0	0.0	0.7745	345.29999999999995
2022	269	18	10.105	11.655000000000001	44.965	97.1	0.0	0.5545	85.4
2022	269	19	6.830500000000001	11.635000000000002	65.03	97.0	0.0	0.199	23.26
2022	269	20	2.4749999999999996	11.6	90.85	97.05	0.0	0.1385	0.0
2022	269	21	1.101	11.56	98.1	97.1	0.0	0.099	0.0
2022	269	22	0.489	11.54	99.80000000000001	97.15	0.0	0.095	0.0
2022	269	23	1.228	11.52	99.85	97.15	0.0	0.124	0.0
2022	270	0	2.6260000000000003	11.5	99.9	97.2	0.0	0.128	0.0
2022	270	1	2.7615	11.48	99.9	97.25	0.0	0.186	0.0
2022	270	2	0.5045	11.434999999999999	99.85	97.3	0.0	0.10450000000000001	0.0
2022	270	3	-1.025	11.39	99.85	97.4	0.0	0.121	0.0
2022	270	4	-0.554	11.34	99.85	97.4	0.0	0.123	0.0
2022	270	5	-0.189	11.3	99.8	97.5	0.0	0.14250000000000002	0.0
2022	270	6	-0.0755	11.26	99.9	97.6	0.0	0.244	0.0
2022	270	7	-0.357	11.22	99.9	97.7	0.0	0.2665	0.0
2022	270	8	0.07549999999999996	11.18	99.8	97.75	0.0	0.4205	63.8
2022	270	9	2.7199999999999998	11.145	94.1	97.75	0.0	0.629	87.15
2022	270	10	4.883	11.125	67.95	97.85	0.0	0.841	543.1
2022	270	11	6.857	11.15	58.035	97.9	0.0	0.761	932.0
2022	270	12	8.475	11.18	49.39	98.0	0.0	0.7635	1025.5
2022	270	13	9.83	11.184999999999999	46.04	98.0	0.0	0.8625	1094.0
2022	270	14	10.83	11.14	42.474999999999994	98.0	0.0	0.851	1054.0
2022	270	15	11.879999999999999	11.08	41.025000000000006	98.0	0.0	0.6915	989.5
2022	270	16	12.16	11.055	37.415000000000006	98.0	0.0	0.704	851.15
2022	270	17	11.34	11.03	40.265	98.0	0.0	0.6485000000000001	328.9
2022	270	18	8.93	10.995000000000001	48.45	98.05	0.0	0.369	85.4
2022	270	19	4.6579999999999995	10.96	74.875	98.1	0.0	0.0875	20.415
2022	270	20	1.2505	10.915	92.85	98.15	0.0	0.076	0.0
2022	270	21	-0.4195	10.89	97.94999999999999	98.2	0.0	0.086	0.0
2022	270	22	-1.4060000000000001	10.875	99.6	98.3	0.0	0.07750000000000001	0.0
2022	270	23	-2.0805000000000002	10.855	99.85	98.3	0.0	0.083	0.0
2022	271	0	-2.4975	10.835	99.85	98.35	0.0	0.07	0.0
2022	271	1	-2.801	10.805	99.8	98.35	0.0	0.08049999999999999	0.0
2022	271	2	-3.008	10.774999999999999	99.85	98.4	0.0	0.0765	0.0
2022	271	3	-3.1985	10.74	99.85	98.5	0.0	0.069	0.0
2022	271	4	-3.3175	10.7	99.9	98.45	0.0	0.0775	0.0
2022	271	5	-3.5765000000000002	10.665	99.85	98.5	0.0	0.0815	0.0
2022	271	6	-3.745	10.620000000000001	99.85	98.5	0.0	0.076	0.0
2022	271	7	-3.8565	10.57	99.8	98.5	0.0	0.077	0.0
2022	271	8	-2.902	10.535	99.8	98.55	0.0	0.1315	71.67
2022	271	9	1.5585	10.51	99.9	98.55	0.0	0.296	85.7
2022	271	10	6.39	10.5	91.3	98.55	0.0	0.433	521.5
2022	271	11	9.375	10.504999999999999	58.135000000000005	98.6	0.0	0.663	850.45
2022	271	12	11.79	10.515	45.230000000000004	98.6	0.0	0.5925	987.5
2022	271	13	13.219999999999999	10.515	40.57	98.55	0.0	0.6735	1056.0
2022	271	14	14.35	10.485	38.28	98.45	0.0	0.6575	1032.5
2022	271	15	15.105	10.43	37.09	98.4	0.0	0.634	965.5
2022	271	16	15.24	10.415	36.595	98.3	0.0	0.6465000000000001	800.7
2022	271	17	13.935	10.385000000000002	41.635000000000005	98.3	0.0	0.481	285.15
2022	271	18	11.844999999999999	10.35	50.84	98.2	0.0	0.4095	85.4
2022	271	19	8.092	10.31	74.35	98.15	0.0	0.188	21.115
2022	271	20	4.2585	10.28	90.44999999999999	98.2	27.2	0.081	0.0
2022	271	21	2.3335	10.25	97.05000000000001	98.1	13.0	0.093	0.0
2022	271	22	1.499	10.23	99.65	98.2	0.0	0.1045	0.0
2022	271	23	0.9590000000000001	10.22	99.85	98.15	0.0	0.14	0.0
2022	272	0	0.5225	10.21	99.85	98.15	0.0	0.12	0.0
2022	272	1	0.323	10.2	99.85	98.15	0.0	0.126	0.0
2022	272	2	0.3225	10.195	99.85	98.05	0.0	0.1735	0.0
2022	272	3	1.583	10.175	99.85	98.05	0.0	0.267	0.0
2022	272	4	2.1069999999999998	10.16	99.85	98.0	0.1	0.22749999999999998	0.0
2022	272	5	0.9099999999999999	10.135000000000002	99.9	98.0	1.1	0.203	0.0
2022	272	6	0.919	10.11	99.8	97.95	0.0	0.185	0.0
2022	272	7	0.037500000000000006	10.085	99.85	97.9	0.1	0.1775	0.0
2022	272	8	2.531	10.065000000000001	99.8	98.0	0.5	0.3055	73.325
2022	272	9	6.4225	10.06	97.85	97.85	2998.4	0.496	123.30000000000001
2022	272	10	9.04	10.055	74.52000000000001	97.85	5.4	0.6405000000000001	304.4
2022	272	11	10.35	10.055	66.845	97.75	3.5999999999999996	0.6495	356.5
2022	272	12	13.3	10.1	56.875	97.8	0.0	0.6485000000000001	871.95
2022	272	13	14.615	10.14	55.885	97.75	0.0	0.6725	740.9
2022	272	14	15.41	10.125	53.455	97.7	0.0	0.887	885.5
2022	272	15	15.86	10.094999999999999	54.085	97.6	0.0	0.8465	627.3
2022	272	16	16.61	10.075	49.495	97.5	0.0	0.8819999999999999	643.4
2022	272	17	16.450000000000003	10.06	48.62	97.55	0.0	0.7324999999999999	311.40000000000003
2022	272	18	14.344999999999999	10.024999999999999	56.364999999999995	97.4	229.2	0.618	89.65
2022	272	19	12.670000000000002	9.995000000000001	64.815	97.4	9.0	0.4395	14.71
2022	272	20	11.075	9.975000000000001	72.375	97.4	0.0	0.346	0.0
2022	272	21	10.440000000000001	9.96	75.44999999999999	97.45	0.6	0.5665	0.0
2022	272	22	10.855	9.965	71.14	97.4	0.6	0.5605	0.0
2022	272	23	8.676	9.97	83.15	97.5	0.0	0.20700000000000002	0.0
2022	273	0	6.613	9.965	94.05	97.55	0.6	0.1395	0.0
2022	273	1	5.2395	9.95	98.6	97.5	0.0	0.16349999999999998	0.0
2022	273	2	4.292	9.934999999999999	99.9	97.55	1.2	0.129	0.0
2022	273	3	4.0225	9.934999999999999	99.9	97.45	0.6	0.1565	0.0
2022	273	4	4.0865	9.94	99.9	97.5	0.0	0.2025	0.0
2022	273	5	4.1345	9.93	99.9	97.5	1.2	0.1275	0.0
2022	273	6	3.5454999999999997	9.93	99.9	97.45	0.6	0.17099999999999999	0.0
2022	273	7	3.4400000000000004	9.915	99.9	97.45	0.6	0.178	0.0
2022	273	8	4.619	9.91	99.85	97.5	0.6	0.276	71.14
2022	273	9	9.46	9.94	95.05000000000001	97.4	0.0	0.5529999999999999	97.5
2022	273	10	13.13	9.99	68.95500000000001	97.45	0.0	0.5555	534.4
2022	273	11	15.715	10.059999999999999	58.83	97.4	0.0	0.537	878.5
2022	273	12	18.045	10.120000000000001	52.32	97.45	0.0	0.628	987.5
2022	273	13	19.645	10.155000000000001	49.614999999999995	97.4	0.0	0.642	1024.0
2022	273	14	20.59	10.145	48.4	97.4	0.6	0.7	1023.0
2022	273	15	21.485	10.114999999999998	48.785	97.3	0.6	0.7255	809.95
2022	273	16	22.02	10.11	48.045	97.3	0.0	0.5794999999999999	685.05
2022	273	17	20.23	10.1	55.275	97.3	0.0	0.48850000000000005	272.6
2022	273	18	19.395	10.085	59.685	97.3	0.0	0.3895	88.6
2022	273	19	15.72	10.065000000000001	82.13499999999999	97.3	0.0	0.1345	11.85
2022	273	20	13.105	10.04	93.35	97.3	0.0	0.106	0.0
2022	273	21	10.875	10.015	98.25	97.4	0.0	0.08549999999999999	0.0
2022	273	22	9.184999999999999	9.99	99.9	97.4	0.0	0.11	0.0
2022	273	23	8.038	9.98	99.9	97.45	0.0	0.1085	0.0
2022	274	0	7.254	9.975000000000001	99.85	97.55	0.0	0.14	0.0
2022	274	1	6.641	9.975000000000001	99.9	97.55	0.0	0.15500000000000003	0.0
2022	274	2	6.6425	9.98	99.8	97.55	0.0	0.12	0.0
2022	274	3	7.246	9.995000000000001	99.9	97.6	0.0	0.0955	0.0
2022	274	4	7.38	10.01	99.85	97.6	0.0	0.0995	0.0
2022	274	5	7.757999999999999	10.03	99.9	97.7	0.0	0.1155	0.0
2022	274	6	8.11	10.05	99.9	97.7	0.0	0.1195	0.0
2022	274	7	8.25	10.06	99.85	97.8	0.0	0.14150000000000001	0.0
2022	274	8	8.59	10.075	99.85	97.8	0.0	0.175	52.309999999999995
2022	274	9	10.16	10.1	99.9	97.8	0.0	0.2195	125.75
2022	274	10	12.49	10.14	97.85	97.85	0.0	0.4495	458.55
2022	274	11	15.715	10.215	71.15	97.9	0.0	0.6645	814.1
2022	274	12	15.975	10.24	66.61	97.9	0.0	0.761	420.9
2022	274	13	17.12	10.25	60.715	97.95	0.0	0.75	657.15
2022	274	14	18.405	10.285	55.425	98.0	0.0	0.766	927.4
2022	274	15	17.729999999999997	10.27	60.735	97.9	14.4	0.6355	600.4
2022	274	16	17.490000000000002	10.28	62.025	97.9	0.6	0.3805	305.8
2022	274	17	17.39	10.27	60.96	97.95	0.0	0.41100000000000003	241.65
2022	274	18	16.03	10.254999999999999	67.11500000000001	97.95	0.0	0.41100000000000003	85.4
2022	274	19	14.0	10.235	76.0	97.9	0.0	0.35850000000000004	11.15
2022	274	20	12.91	10.215	80.7	98.0	0.0	0.5015000000000001	0.0
